Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
836,Serie Noire,-,-,-,"$5,633",1,"$5,633",Sep 27,Rialto Pictures,false
837,The Miracle of the Little Prince,-,-,-,"$5,553",1,"$5,553",Aug 28,Film Movement,false
838,Halloween,-,-,-,"$5,505","3,990","$159,342,015",Oct 19,Universal Pictures,false
839,Spiral Farm,-,-,-,"$5,475",3,"$6,517",Dec 13,Indican Pictures,false
840,Anna and the Apocalypse,-,-,-,"$5,329",138,"$545,597",Nov 30,Orion Pictures,false
841,Chokehold,-,-,-,"$5,200",3,"$5,200",Mar 1,Ammo Content,false
842,Body at Brighton Rock,-,-,-,"$5,123",9,"$5,123",Apr 26,Magnolia Pictures,false
843,Intuitions,-,-,-,"$5,111",3,"$10,606",Oct 25,Indican Pictures,false
844,Cold Blood,-,-,-,"$5,083",25,"$5,083",Jul 5,Screen Media Films,false
845,Chulas Fronteras,-,-,-,"$5,021",1,"$5,021",Jun 28,Argot Pictures,false
846,The Garden,-,-,-,"$5,006",1,"$5,006",May 29,Kino Lorber,false
847,Malek,-,-,-,"$4,898",4,"$4,898",Jan 18,Entertainment One,false
848,Un traductor,-,-,-,"$4,879",2,"$13,509",Oct 19,Film Movement,false
849,Crepitus,-,-,-,"$4,846",2,"$4,846",Oct 31,Indican Pictures,false
850,Ballet Blanc,-,-,-,"$4,832",2,"$4,832",Nov 8,Indican Pictures,false
851,Kaili Blues,-,-,-,"$4,687",4,"$32,164",May 20,Grasshopper Film,false
852,What You Gonna Do When the World's on Fire?,-,-,-,"$4,672",1,"$4,672",Aug 16,-,false
853,Slaughterhouse Rulez,-,-,-,"$4,665",10,"$4,665",May 17,Sony Pictures Entertainment (SPE),false
854,Sicilian Ghost Story,-,-,-,"$4,639",3,"$15,285",Nov 30,Strand Releasing,false
855,At War,-,-,-,"$4,605",1,"$4,605",Jul 19,Cinema Libre Studio,false
856,I'm Leaving Now,-,-,-,"$4,488",1,"$4,488",Sep 6,The Cinema Guild,false
857,SGT. Will Gardner,-,-,-,"$4,405",12,"$4,405",Jan 11,Cinedigm Entertainment Group,false
858,Tito and the Birds,-,-,-,"$4,332",6,"$4,332",Jan 25,Shout! Factory,false
859,The Fate of Lee Khan,-,-,-,"$4,295",3,"$4,295",Apr 5,Film Movement,false
860,State Like Sleep,-,-,-,"$4,282",10,"$4,282",Jan 4,The Orchard,false
861,The Gliksmans,-,-,-,"$4,080",3,"$5,166",Sep 27,Indican Pictures,false
862,La Flor,-,-,-,"$4,032",1,"$4,032",Aug 9,Grasshopper Film,false
863,Mother of a Day,-,-,-,"$3,919",1,"$3,919",May 4,Sumbadhat Productions,false
864,Crown Vic,-,-,-,"$3,868",1,"$3,868",Nov 8,Screen Media Films,false
865,Wallflower,-,-,-,"$3,801",7,"$3,801",Oct 4,Passion River Films,false
866,The Wandering Soap Opera,-,-,-,"$3,624",2,"$3,624",May 17,The Cinema Guild,false
867,Rottentail,-,-,-,"$3,383",3,"$3,383",Apr 12,Ammo Content,false
868,Another Day of Life,-,-,-,"$3,190",2,"$3,190",Sep 13,GKIDS,false
869,Bauhaus Spirit: 100 Years of Bauhaus,-,-,-,"$3,148",2,"$17,122",Feb 10,Icarus Films,false
870,A Cool Fish,-,-,-,"$3,134",36,"$551,876",Nov 16,China Lion Film Distribution,false
871,Chasing Portraits,-,-,-,"$3,076",1,"$3,076",Apr 26,First Run,false
872,Filmworker,-,-,-,"$3,016",17,"$102,609",May 11,Kino Lorber,false
873,100 Acres of Hell,-,-,-,"$2,916",1,"$5,152",Oct 11,Indican Pictures,false
874,The Kindness of Strangers,-,-,-,"$2,705",3,"$2,705",Dec 6,-,false
875,Back to the Fatherland,-,-,-,"$2,697",1,"$2,697",Jun 14,First Run,false
876,L'héritage de la chouette,-,-,-,"$2,602",1,"$12,316",Nov 9,Icarus Films,false
877,"No Date, No Signature",-,-,-,"$2,567",3,"$36,444",Aug 1,Distrib Films,false
878,Joan the Maid 1: The Battles,-,-,-,"$2,562",1,"$2,562",Aug 2,Cohen Media Group,false
879,Chef Flynn,-,-,-,"$2,507",10,"$68,407",Nov 9,Kino Lorber,false
880,TINY: The Life of Erin Blackwell,-,-,-,"$2,465",1,"$2,465",Jul 19,Janus Films,false
881,"I Lost Albert
2019 Re-release",-,-,-,"$2,354",1,"$2,354",Oct 4,Distrib Films,false
882,Tea With the Dames,-,-,-,"$2,190",71,"$889,343",Sep 21,IFC Films,false
883,Iceman,-,-,-,"$2,138",7,"$2,138",Mar 15,Film Movement,false
884,Detour,-,-,-,"$2,128",1,"$16,172",Nov 30,Janus Films,false
885,Jihadists,-,-,-,"$2,104",1,"$2,104",Jan 25,Cinema Libre Studio,false
886,Divide and Conquer,-,-,-,"$1,977",16,"$38,510",Dec 7,Magnolia Pictures,false
887,A German Youth,-,-,-,"$1,834",1,"$2,343",Oct 11,Big World Pictures,false
888,"A Fish in the Bathtub
2019 re-release",-,-,-,"$1,826",3,"$1,826",Nov 8,Cohen Media Group,false
889,Division 19,-,-,-,"$1,699",10,"$1,699",Apr 5,-,false
890,Little Q,-,-,-,"$1,652",1,"$1,652",Dec 6,Well Go USA Entertainment,false
891,Game Day,-,-,-,"$1,624",4,"$1,624",Oct 4,Ammo Content,false
892,For Those Who Don't Read Me,-,-,-,"$1,585",6,"$36,506",Nov 23,Entertainment One,false
893,American Playhouse: The Killing Floor,-,-,-,"$1,583",1,"$1,583",Nov 22,Film Movement,false
894,Indivisible,-,-,-,"$1,581",830,"$3,511,417",Oct 26,Pure Flix Entertainment,false
895,Serendipity,-,-,-,"$1,575",2,"$2,298",Oct 18,Cohen Media Group,false
896,Never-Ending Man: Hayao Miyazaki,-,-,-,"$1,449",377,"$187,320",Dec 13,GKIDS,false
897,The Hours and Times,-,-,-,"$1,273",1,"$1,273",Mar 1,Oscilloscope,false
898,Chinese Portrait,-,-,-,"$1,158",2,"$4,140",Dec 13,The Cinema Guild,false
899,Narcissister Organ Player,-,-,-,"$1,018",4,"$15,334",Nov 7,Film Movement,false
900,The Untold Story,-,-,-,$790,1,$790,Jan 18,Ammo Content,false
901,Senso,-,-,-,$737,2,"$27,723",Oct 26,Rialto Pictures,false
902,Swimming with Men,-,-,-,$630,31,"$24,708",Dec 7,IFC Films,false
903,Sgt. Stubby: An American Hero,-,-,-,$612,"1,633","$4,015,935",Apr 13,-,false
904,I Am Not a Witch,-,-,-,$550,8,"$50,868",Sep 7,Film Movement,false
905,A Breath Away,-,-,-,$371,12,"$77,987",Aug 10,Entertainment One,false
906,In Safe Hands,-,-,-,$348,1,"$1,737",Jul 26,Distrib Films,false
907,Henchmen,-,-,-,$297,3,"$1,469",Dec 7,Entertainment One,false
908,1945,-,-,-,$236,19,"$1,006,193",Nov 1,Menemsha Films,false
909,Tall Tales from the Magical Garden of Antoon Krings,-,-,-,$220,20,$220,Jan 11,Viva Pictures,false
910,Over the Limit,-,-,-,$117,2,"$3,243",Oct 12,Film Movement,false
911,Postcards from London,-,-,-,$99,1,"$5,312",Nov 9,Strand Releasing,false
