Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
4 O'Clock,Thé l'érable x20,boisson,unité (20un),3.99,0.2,caisse (6x20un),21.99,0.183,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-lerable-4-oclock-37129/
4 o'clock,Thé noir earl grey biologique équitable sachet pyramidal x40,boisson,unité (40un),20.99,0.525,caisse (6X40un),115.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-earl-grey-4-oclock-26267/
4 o'clock,Thé noir espresso chai biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-noir-espresso-chai-4-oclock-26274/
Pure Leaf,Thé noir à la vanille x25,boisson,unité (25un),11.99,0.48,caisse (6X25un),64.99,0.433,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-noir-a-la-vanille-pure-leaf-26621/
Tetley,Thé orange pekoe sachet x216,boisson,unité (216un),11.99,0.056,caisse (8x216un),88.49,0.051,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-orange-pekoe-sachet-tetley-13751/
Salada,Thé orange pekoe sachet x72,boisson,unité (72un),4.99,0.069,caisse (12X72un),56.99,0.066,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-orange-pekoe-sachet-salada-24456/
4 o'clock,Thé vert au jasmin biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-au-jasmin-4-oclock-26273/
JL,Thé vert chinois,boisson,unité (40g),1.49,3.725,caisse (200x40g),240.99,3.012,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-chinois-jl-30552/
Arizona,Thé vert glacé 24 x 680 ml,boisson,N/A,N/A,N/A,caisse (24X680ml),22.49,0.138,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/the-vert-glace-680ml-arizona-26844/
Pure Leaf,Thé vert glacé avec miel 12 x 547 ml,boisson,N/A,N/A,N/A,caisse (12x547ml),23.99,0.365,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/the-vert-glace-avec-miel-pure-leaf-07694/
4 o'clock,Thé vert japonais biologique x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-japonais-4-oclock-26272/
4 o'clock,Thé vert japonais sencha sachet pyramidal biologique équitable x40,boisson,unité (40un),20.99,0.525,caisse (6X40un),115.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-sencha-4-oclock-26266/
S Sense,Thé vert nature x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-chinois-x75-s-sense-47245/
4 o'clock,Thé vert sencha matcha biologique x80,boisson,unité (80un),18.99,0.237,caisse (6X80un),107.29,0.224,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-sencha-matcha-4-oclock-26275/
Lipton,Thé vert x100,boisson,unité (100un),7.69,0.077,caisse (5x100un),34.99,0.07,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-lipton-08734/
4 o'clock,Thé vert x20,boisson,unité (20un),3.49,0.175,caisse (6X20un),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/the-vert-4-oclock-45255/
La Courtisane,Tisane au citron x20,boisson,unité (20UN),3.49,0.175,caisse (6X20UN),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-citron-la-courtisane-13155/
Bonomelli,Tisane camomille 29 g,boisson,unité (29g),2.29,7.897,caisse (24x29g),49.99,7.182,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-camomille-bonomelli-07249/
Bonomelli,Tisane camomille filtrofiore,boisson,unité (28g),2.99,10.679,caisse (8x28g),19.59,8.746,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-camomille-filtrofiore-bonomelli-33077/
Bonomelli,Tisane camomille filtrofiore 28 g,boisson,unité (28g),2.59,9.25,caisse (24x28g),51.99,7.737,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-camomille-filtrofiore-bonomelli-07251/
4 o'clock,Tisane citron gingembre biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-citron-gingembre-4-oclock-26268/
S Sense,Tisane citron x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-citron-s-sense-37046/
S Sense,Tisane gerbe de camomille x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-camomille-s-sense-37041/
La Courtisane,Tisane menthe givrée x20,boisson,unité (20un),3.49,0.175,caisse (6X20un),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-menthe-givre-la-courtisane-24213/
S Sense,Tisane nuit de rêves x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-nuit-de-reve-sachet-s-sense-46481/
La Courtisane,Tisane poire gingembre x20,boisson,unité (20UN),3.49,0.175,caisse (6X20UN),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-poire-gin-la-courtisane-45254/
La Courtisane,Tisane poire gingembre x20,boisson,unité (20UN),3.49,0.175,caisse (6X20UN),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-poire-gin-la-courtisane-45254/
La Courtisane,Tisane poire gingembre x80,boisson,unité (80un),13.69,0.171,caisse (6X80un),77.29,0.161,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-poire-gingembre-la-courtisane-26264/
S Sense,Tisane pêche et fruit de la passion x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-peche-fruit-de-la-passion-s-sense-37043/
4 o'clock,Tisane rêves harmonieux biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-reves-harmonieux-4-oclock-26270/
S Sense,Tisane velouté de menthe x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-veloute-menthe-s-sense-37044/
S Sense,Tisane verveine et orange x75,boisson,unité (75un),14.49,0.193,caisse (6X75un),77.99,0.173,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-verveine-orange-s-sense-37045/
4 o'clock,Tisane à la camomille et citronnelle biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-a-la-camomille-4-oclock-26271/
La Courtisane,Tisane à la camomille x20,boisson,unité (20UN),3.49,0.175,caisse (6X20UN),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-camomille-la-courtisane-24215/
4 o'clock,Tisane à la menthe poivrée biologique équitable x80,boisson,unité (80un),14.99,0.187,caisse (6X80un),86.99,0.181,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-a-la-menthe-poivree-4-oclock-26269/
4 o'clock,Tisane à la menthe rafraîchissante sachet pyramidal biologique équitable x40,boisson,unité (40un),20.99,0.525,caisse (6X40un),115.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/the-et-tisane/tisane-a-la-menthe-rafraichissante-4-oclock-26265/
Fever Tree,Tonic indien 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-indienne-fever-tree-35040/
1642,Tonic léger 275 ml,boisson,unité (4x275ml),7.49,187.25,caisse (6x4x275ml),39.99,0.606,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/tonique-leger-1642-35247/
1642,Tonic à la  fleur de sureau 275 ml,boisson,unité (4x275ml),7.49,187.25,caisse (6x4x275ml),39.99,0.606,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/tonique-fleur-de-sureau-1642-35248/
Château Taillefer,Vin blanc,boisson,unité (750ml),15.99,2.132,caisse ,191.89,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-blanc-chateau-taillefer-29541/
Univin,Vin de cuisson blanc 20 L,boisson,N/A,N/A,N/A,caisse (20L),33.99,0.17,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-de-cuisson-blanc-univin-25911/
Univin,Vin de cuisson rouge 20 L,boisson,N/A,N/A,N/A,caisse (20L),33.99,0.17,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-de-cuisson-rouge-univin-25910/
Bulles de Nuit,Vin mousseux 750 ml,boisson,unité (750ml),7.99,1.065,caisse (12x750ml),86.29,0.959,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-mousseux-bulles-de-nuit-29486/
Château Taillefer,Vin mousseux blanc,boisson,unité (750ml),26.99,3.599,caisse ,161.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-mousseux-blanc-chateau-taillefer-29547/
Bulles de Nuit,Vin mousseux orangia mimosa 750 ml,boisson,unité (750ml),7.99,1.065,caisse (12x750ml),86.29,0.959,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-mousseux-orangia-mimosa-bulles-de-nuit-29488/
Château Taillefer,Vin mousseux rosé,boisson,unité (750ml),26.99,3.599,caisse ,161.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-mousseux-rose-chateau-taillefer-29540/
Bulles de Nuit,Vin mousseux rosé 750 ml,boisson,unité (750ml),7.99,1.065,caisse (12x750ml),86.29,0.959,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-mousseux-rose-bulles-de-nuit-29487/
Château Taillefer,Vin rouge,boisson,unité (750ml),19.99,2.665,caisse ,239.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/vin-rouge-chateau-taillefer-29546/
Bardinet,Vodka modifiée 2 L,boisson,unité (2L),22.99,1.149,caisse (6X2L),126.99,1.058,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/vodka-modifiee-bardinet-34735/
